Pool_ID,Site,Lat,Long,Length,Width,Area,Avg_Depth,Volume,Avg_Lip,Temperature,DissOx,Chlorophyll,Turbidity,PCT_EmgVeg,PCT_SAV,Bottom_Type,Densiometer,Fish_Visible,Physid_Snail,Pleurocerid_Snail,Viviparid_Snail,Planorbid_Snail,Other_Snail,Asian_Clam,Fingernail_or_Pea_Clam,Leech,Worm,Flatworm,Nematode,Bloodworm,MosquitoLarvae,Other_Dipteran,Water_Scavenger_Beetle,Predacious_Diving_Beetle,Crawling_Water_Beetle,Whirligig_Beetle,Riffle_Beetle,Other_Beetle,Water_Boatman,Backswimmer,Water_Bug,Water_Strider,Skimmer_Dragonfly,Darner_Dragonfly,Caddisfly,Stonefly,Damselfly,Small_Squaregill_Mayfly,Small_Minnow_Mayfly,Other_Mayfly,Water_Mite,Spiders,Aquatic_Sow_Bug,Sideswimmer,Crayfish,Tadpoles,Fish
BS-20,BS,3855241.741,289277.0139,115,89,32137.9,16.25,522240.875,14.875,30,9.99,0.134,2.703,0,0,ROCK,4,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS-21,BS,3855238.745,289278.0276,58,47,8559.64,40.75,348805.33,6.5,28.7,7.74,0.062,3.825,0,0,ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS-22,BS,3855238.61,289276.9125,116.5,123,44994.63,16.875,759284.3813,12.125,NA,NA,,,0,0,ROCK,NA,NA,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR-01A,CR,NA,NA,81,29,7375.86,3.75,27659.475,6,28.3,9.08,0.238,4.3465,0,0,ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR-01B,CR,NA,NA,200,93,58404,18.75,1095075,11.125,29.7,7.02,0.0075,2.97,0,0,SAND,28,0,0,0,0,0,0,1,0,0,0,0,0,13,50,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,351,0
CR-02A,CR,NA,NA,58.5,46,8449.74,1.6,13519.584,2.525,27.3,8.8,0.299,18.59,0,0,MUD/SILT,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
CR-02B,CR,NA,NA,81,39,9919.26,2.75,27277.965,11,28.2,6.7,0.207,4.795,0,0,SAND,16,0,0,0,0,0,0,0,0,0,0,0,0,49,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CR-03A,CR,NA,NA,63.9,50.8,10192.8168,2.525,25736.86242,4.4,33.8,5.65,0.224,37.41,0,0,SM_STONE,24,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CR-03B,CR,NA,NA,156,70,34288.8,6.875,235735.5,4,29.8,6.29,0.06,2.57,0,0,SAND,71,0,0,0,0,0,0,0,0,0,0,0,0,79,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
CR-04A,CR,NA,NA,259,98,79699.48,12.875,1026130.805,13.25,36.1,4.73,0.08,18.06,0,0,MUD/SILT,31,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
CR-05A,CR,NA,NA,38,30,3579.6,3.75,13423.5,4,31.5,5.34,0.48,5.17,0,0,MUD/SILT,77,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RG-01,RG,3860849.075,295531.5424,68,60,12811.2,8.5,108895.2,26.25,28.4,9.09,0.0315,2.2165,0,0,SAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36,0
RG-02,RG,3860847.625,295532.5967,96,55,16579.2,25.875,428986.8,14,30.8,6.53,0.0785,2.5445,0,0,ROCK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,3
RG-08,RG,3860839.234,295524.9085,107,49,16463.02,44.5,732604.39,49.75,29.1,7.59,0.066,6.194,0,0,ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0
RG-09,RG,3860838.986,295526.752,104,87,28410.72,6.875,195323.7,16.875,31.8,9.1,0.3505,2.67,0,0,ROCK,26,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0
RG-11,RG,3860838.575,295523.942,81.5,39.5,10108.445,36.75,371485.3538,23.875,30.8,8.81,0.045,4.021,0,0,LG_STONE,30,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
RG-12,RG,3860831.451,295521.8316,106,88,29289.92,24,702958.08,14,30.5,8.71,0.179,7.136,0,0,ROCK,8,0,0,0,0,0,0,0,0,0,0,0,0,20,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0
RG-13,RG,3860827.177,295520.6506,95,66,19687.8,5.875,115665.825,62.925,28.5,2.61,0.0665,3.9825,0,0,LEAFLITTER,16,0,0,0,0,0,0,0,0,0,2,0,0,55,828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
RG-14,RG,3860828.418,295523.3397,119,40,14946.4,10.25,153200.6,29,25.2,1.85,0.0815,7.313,1,0,SAND,93,0,0,0,0,0,0,0,0,0,11,0,0,82,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
UWFPR-01,UWFPR,3911276.504,326564.5114,55.4,44,7654.064,16.625,127248.814,38.75,24.4,4.4,0.141,3.405,0,0,ROCK,28,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-02,UWFPR,3911285.447,326563.2888,52,23.6,3853.408,12.25,47204.248,9.675,27,3.56,0.921,5.862,0,0,LG_STONE,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-03,UWFPR,3911283.786,326569.0562,279.2,104.6,91701.5648,15.925,1460347.419,38.55,NA,NA,0.438,8.257,0,0,ROCK,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-04,UWFPR,3911285.182,326563.7008,21.3,28.1,1879.3842,72.775,136772.1852,10.85,24.7,4.01,0.9,1.042,0,0,SAND,16,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
UWFPR-05,UWFPR,3911282.956,326563.3685,25,12,942,2.9375,2767.125,13.875,27,3.2,,,0,0,ROCK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-06,UWFPR,3911281.86,326569.6303,34,15,1601.4,1.75,2802.45,25.625,29,NA,0.391,4.202,0,0,ROCK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-07,UWFPR,3911283.281,326564.0197,76,43,10261.52,28.5,292453.32,19,25.9,3.94,0.178,1.32,0,0,ROCK,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-08,UWFPR,3911289.913,326562.6443,101,55.5,17601.27,25.15,442671.9405,13.375,26.2,3.84,0.383,1.467,0,0,LG_STONE,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-09,UWFPR,3911290.012,326563.7008,204,98,62774.88,33,2071571.04,16.25,24.9,3.82,0.213,1.688,0,0,ROCK,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-10,UWFPR,3911274.789,326566.5514,129,23,9316.38,22.625,210783.0975,23,24,4.62,0.339,1.212,0,0,ROCK,63,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-11,UWFPR,3911275.268,326565.0098,22,9,621.72,15.125,9403.515,-,27.6,3.76,0.208,1.39,0,0,ROCK,9,0,0,0,0,0,0,0,0,0,3,0,0,1,68,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-12,UWFPR,3911277.128,326569.1894,37,22,2555.96,3.375,8626.365,7.25,26.5,NA,,,0,0,ROCK,18,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-13,UWFPR,3911273.673,326562.425,21,24,1582.56,9.975,15786.036,12.875,26.6,3.93,1.016,2.389,0,0,LEAFLITTER,92,0,0,0,0,0,0,0,0,0,8,0,0,71,90,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-14,UWFPR,3911291.534,326564.5646,102,85.5,27383.94,26.875,735943.3875,24.5,24.7,4.08,1.212,0.296,0,0,ROCK,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UWFPR-15,UWFPR,3911275.381,326561.3685,20.5,22,1416.14,21.625,30624.0275,11.625,20.5,3.28,0.174,3.898,0,0,LEAFLITTER,78,0,0,0,0,0,0,0,0,0,0,0,0,30,45,0,0,0,6,0,0,0,0,0,0,9,13,0,3,0,0,0,0,0,0,0,0,0,0,3,0
UWFPR-16,UWFPR,3911277.401,326565.3022,233.5,36,26394.84,5.475,144511.749,5.3,26.7,3.5,-,-,0,0,ROCK,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-01,WS,3853121.887,288250.5954,35.2,32.5,3592.16,8.7,31251.792,19.875,26,8.2,0.0515,0.8675,0,0,ROCK,14,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
WS-02,WS,3853123.747,288252.1372,74,48,11153.28,21.5,239795.52,32.775,23.1,6.25,0.145,1.6655,0,0,SAND,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
